term,tf,df,idf
whisker-reinforced,2,1,10.00066817315943
heat-cured,2,1,10.00066817315943
muga,2,1,10.00066817315943
trans-cranial,2,1,10.00066817315943
non-bleeding,2,1,10.00066817315943
microsystems,2,1,10.00066817315943
jg436,2,1,10.00066817315943
fcz,2,1,10.00066817315943
cyp52,2,1,10.00066817315943
maltosa,2,1,10.00066817315943
drug-hypersensitive,2,1,10.00066817315943
cai4,2,1,10.00066817315943
adp-glucose,2,1,10.00066817315943
multiculturalism,2,1,10.00066817315943
postmodernism,2,1,10.00066817315943
encephalitic,2,1,10.00066817315943
counter-current,2,1,10.00066817315943
cccd,2,1,10.00066817315943
rb2,2,1,10.00066817315943
snapshot,2,1,10.00066817315943
alarms,2,1,10.00066817315943
spiraled,2,1,10.00066817315943
medicine's,2,1,10.00066817315943
disida,2,1,10.00066817315943
chondrolytic,2,1,10.00066817315943
bronchitic,2,1,10.00066817315943
non-bronchitic,2,1,10.00066817315943
mellon,2,1,10.00066817315943
histiocyte-like,2,1,10.00066817315943
94120,2,1,10.00066817315943
zaprinast,2,1,10.00066817315943
gst-42,2,1,10.00066817315943
extensin-like,2,1,10.00066817315943
hhki-td,2,1,10.00066817315943
gar1p,2,1,10.00066817315943
salinarius,2,1,10.00066817315943
vps30,2,1,10.00066817315943
chronotherapy,2,1,10.00066817315943
nerve-tibialis,2,1,10.00066817315943
atrium-pulmonary,2,1,10.00066817315943
plasmacytoma-associated,1,1,10.00066817315943
non-immunoglobulin,1,1,10.00066817315943
pyruvylshikimate-3,1,1,10.00066817315943
four-stranded,1,1,10.00066817315943
pseudo-symmetry,1,1,10.00066817315943
macrodipole,1,1,10.00066817315943
endoglycosidase-h,1,1,10.00066817315943
pola,1,1,10.00066817315943
24-kda,1,1,10.00066817315943
copper-chelating,1,1,10.00066817315943
alpha-melanotropin,1,1,10.00066817315943
nonproteolytic,1,1,10.00066817315943
85-kilodalton,1,1,10.00066817315943
box-binding,1,1,10.00066817315943
pt7-7reciii,1,1,10.00066817315943
pt-7recii,1,1,10.00066817315943
mws,1,1,10.00066817315943
cytoplasm-localized,1,1,10.00066817315943
ser-362,1,1,10.00066817315943
ser-374,1,1,10.00066817315943
cd4-positive,1,1,10.00066817315943
th0-type,1,1,10.00066817315943
1677,1,1,10.00066817315943
pituitary-adrenocortical,1,1,10.00066817315943
growth-hormone,1,1,10.00066817315943
cryptococci,1,1,10.00066817315943
s1255x,1,1,10.00066817315943
datum,1,1,10.00066817315943
hypertensinogenic,1,1,10.00066817315943
non-syntenic,1,1,10.00066817315943
at1a,1,1,10.00066817315943
at1b,1,1,10.00066817315943
sparc-lacz,1,1,10.00066817315943
unc-54,1,1,10.00066817315943
protrusions,1,1,10.00066817315943
p25a-binding,1,1,10.00066817315943
p25a,1,1,10.00066817315943
1-704,1,1,10.00066817315943
s-bound,1,1,10.00066817315943
p25-binding,1,1,10.00066817315943
alcohol-fixed,1,1,10.00066817315943
glomerulopathies,1,1,10.00066817315943
ngfr2,1,1,10.00066817315943
periarterial,1,1,10.00066817315943
tourism,1,1,10.00066817315943
h1054d,1,1,10.00066817315943
p205s,1,1,10.00066817315943
mitosis-inhibiting,1,1,10.00066817315943
glyoh,1,1,10.00066817315943
chalone,1,1,10.00066817315943
skin-irritating,1,1,10.00066817315943
p140prototrk,1,1,10.00066817315943
prongf-like,1,1,10.00066817315943
ameloblast,1,1,10.00066817315943
pancreas-sufficient,1,1,10.00066817315943
pancreas-insufficient,1,1,10.00066817315943
isla,1,1,10.00066817315943
juventud,1,1,10.00066817315943
cave,1,1,10.00066817315943
exoantigen,1,1,10.00066817315943
isolations,1,1,10.00066817315943
caves,1,1,10.00066817315943
archaeological,1,1,10.00066817315943
speleological,1,1,10.00066817315943
hm-1,1,1,10.00066817315943
sp-49,1,1,10.00066817315943
nop-2,1,1,10.00066817315943
flam-76,1,1,10.00066817315943
irrelevantly,1,1,10.00066817315943
kex2-like,1,1,10.00066817315943
pituitary-derived,1,1,10.00066817315943
progastrin-expressing,1,1,10.00066817315943
gastrin-17,1,1,10.00066817315943
mcclintock,1,1,10.00066817315943
36-bp,1,1,10.00066817315943
glu-213,1,1,10.00066817315943
ile-237,1,1,10.00066817315943
tyr-238,1,1,10.00066817315943
462-nt,1,1,10.00066817315943
unfucosylated,1,1,10.00066817315943
monomorph,1,1,10.00066817315943
b-antigen,1,1,10.00066817315943
gal-r,1,1,10.00066817315943
maackia,1,1,10.00066817315943
amurensis,1,1,10.00066817315943
neuac2,1,1,10.00066817315943
4glcnac,1,1,10.00066817315943
hyperleukocytosis,1,1,10.00066817315943
hypoalgesic,1,1,10.00066817315943
hypoalgesia,1,1,10.00066817315943
1527-1530,1,1,10.00066817315943
cytospun,1,1,10.00066817315943
50-mer,1,1,10.00066817315943
nk3,1,1,10.00066817315943
nk4,1,1,10.00066817315943
msh-2,1,1,10.00066817315943
headfold,1,1,10.00066817315943
myocardiogenic,1,1,10.00066817315943
preceeds,1,1,10.00066817315943
promyocardium,1,1,10.00066817315943
5q14-5q21,1,1,10.00066817315943
5q15-q21,1,1,10.00066817315943
inter-cisternal,1,1,10.00066817315943
intra-cisternal,1,1,10.00066817315943
heamangioma,1,1,10.00066817315943
ligand-bound,1,1,10.00066817315943
neurofibromatosis-type,1,1,10.00066817315943
cocapping,1,1,10.00066817315943
non-cystic,1,1,10.00066817315943
ser-489,1,1,10.00066817315943
cl-a,1,1,10.00066817315943
bglh,1,1,10.00066817315943
molloy,1,1,10.00066817315943
hurk,1,1,10.00066817315943
bach,1,1,10.00066817315943
geurts,1,1,10.00066817315943
kessel,1,1,10.00066817315943
ropers,1,1,10.00066817315943
71-75,1,1,10.00066817315943
nonretinal,1,1,10.00066817315943
zg,1,1,10.00066817315943
zgm,1,1,10.00066817315943
27-kd,1,1,10.00066817315943
carbamylcholine,1,1,10.00066817315943
cytogenic,1,1,10.00066817315943
clinico,1,1,10.00066817315943
clinical-cytogenetic,1,1,10.00066817315943
multigenerational,1,1,10.00066817315943
dizygous,1,1,10.00066817315943
502,1,1,10.00066817315943
intraerythrocytic,1,1,10.00066817315943
antiport,1,1,10.00066817315943
enzyme-specific,1,1,10.00066817315943
mll-related,1,1,10.00066817315943
anti-histoplasma,1,1,10.00066817315943
15q1-qter,1,1,10.00066817315943
1731,1,1,10.00066817315943
oil-induced,1,1,10.00066817315943
abpc,1,1,10.00066817315943
preceeded,1,1,10.00066817315943
867,1,1,10.00066817315943
facioacoustic,1,1,10.00066817315943
neuroretina,1,1,10.00066817315943
mesenchyme-derived,1,1,10.00066817315943
x-ser,1,1,10.00066817315943
p44mpk,1,1,10.00066817315943
re-activating,1,1,10.00066817315943
ewsr1,1,1,10.00066817315943
cpg-rich,1,1,10.00066817315943
sazd-c,1,1,10.00066817315943
ck-specific,1,1,10.00066817315943
endothelium-binding,1,1,10.00066817315943
mpa-binding,1,1,10.00066817315943
dba-binding,1,1,10.00066817315943
mbcr,1,1,10.00066817315943
iso-electric,1,1,10.00066817315943
oftener,1,1,10.00066817315943
ka-induced,1,1,10.00066817315943
pyramidale,1,1,10.00066817315943
sst,1,1,10.00066817315943
angloscandinavian,1,1,10.00066817315943
cll-associated,1,1,10.00066817315943
ngf-receptors,1,1,10.00066817315943
lysolecithin-induced,1,1,10.00066817315943
re-expressed,1,1,10.00066817315943
lysolecithin,1,1,10.00066817315943
teased,1,1,10.00066817315943
unmyelinated,1,1,10.00066817315943
muroya,1,1,10.00066817315943
277-281,1,1,10.00066817315943
cag12152,1,1,10.00066817315943
dh151,1,1,10.00066817315943
nfxd-like,1,1,10.00066817315943
300kb,1,1,10.00066817315943
4114,1,1,10.00066817315943
ph5,1,1,10.00066817315943
immunoglobulin-generating,1,1,10.00066817315943
puchsneo,1,1,10.00066817315943
p-transposon,1,1,10.00066817315943
topoisomerase-targeted,1,1,10.00066817315943
camptothecin-stimulated,1,1,10.00066817315943
i-dna,1,1,10.00066817315943
phosphonoacetyl,1,1,10.00066817315943
pala,1,1,10.00066817315943
ct10,1,1,10.00066817315943
p47gag-crk,1,1,10.00066817315943
trka-pc12,1,1,10.00066817315943
gst-crksh2,1,1,10.00066817315943
phosphotyrosine-dependent,1,1,10.00066817315943
lymphocyte-epithelial,1,1,10.00066817315943
jgh,1,1,10.00066817315943
v4-d2,1,1,10.00066817315943
j6-c,1,1,10.00066817315943
vh-containing,1,1,10.00066817315943
j3,1,1,10.00066817315943
3-assigned,1,1,10.00066817315943
non-psychiatric,1,1,10.00066817315943
i506s,1,1,10.00066817315943
s466x,1,1,10.00066817315943
1651a,1,1,10.00066817315943
g314e,1,1,10.00066817315943
tfm,1,1,10.00066817315943
androgen-inducible,1,1,10.00066817315943
rp2,1,1,10.00066817315943
suli,1,1,10.00066817315943
camp-analogues,1,1,10.00066817315943
rockville,1,1,10.00066817315943
ly188011,1,1,10.00066817315943
diarylsulfonylureas,1,1,10.00066817315943
ly186641,1,1,10.00066817315943
nk-related,1,1,10.00066817315943
truncus,1,1,10.00066817315943
sympathicus,1,1,10.00066817315943
acetyl-coenzyme,1,1,10.00066817315943
xpbc,1,1,10.00066817315943
ercc-3,1,1,10.00066817315943
polypyrimidine-rich,1,1,10.00066817315943
i52cits,1,1,10.00066817315943
n4830,1,1,10.00066817315943
pex-ppth,1,1,10.00066817315943
co-segregates,1,1,10.00066817315943
anti-cd13,1,1,10.00066817315943
immunising,1,1,10.00066817315943
semi-chemical,1,1,10.00066817315943
semi-enzymatic,1,1,10.00066817315943
prpl,1,1,10.00066817315943
shake,1,1,10.00066817315943
methoxybenzenesulfonamide,1,1,10.00066817315943
25-100,1,1,10.00066817315943
m5076,1,1,10.00066817315943
sst-2,1,1,10.00066817315943
h-81,1,1,10.00066817315943
h-111,1,1,10.00066817315943
sc-2,1,1,10.00066817315943
sc-6,1,1,10.00066817315943
60-78,1,1,10.00066817315943
h-143,1,1,10.00066817315943
colo320dm,1,1,10.00066817315943
lc-376,1,1,10.00066817315943
lc-6,1,1,10.00066817315943
63-82,1,1,10.00066817315943
h-31,1,1,10.00066817315943
79-87,1,1,10.00066817315943
vincristine-resistant,1,1,10.00066817315943
chloride-induced,1,1,10.00066817315943
peroxidase-positive,1,1,10.00066817315943
auer,1,1,10.00066817315943
retoro-orbital,1,1,10.00066817315943
elderberry,1,1,10.00066817315943
hematopoietins,1,1,10.00066817315943
2-mediated,1,1,10.00066817315943
1-kbp,1,1,10.00066817315943
11-specific,1,1,10.00066817315943
a-raf,1,1,10.00066817315943
derived-growth,1,1,10.00066817315943
rab3an135i,1,1,10.00066817315943
rab3at36n,1,1,10.00066817315943
pre-fusion,1,1,10.00066817315943
neuro-endocrine,1,1,10.00066817315943
ala965,1,1,10.00066817315943
exits,1,1,10.00066817315943
lymphohematogenously,1,1,10.00066817315943
capsulatum-immunized,1,1,10.00066817315943
alpha-androstane,1,1,10.00066817315943
alpha-androstanediol,1,1,10.00066817315943
caudatoputamen,1,1,10.00066817315943
52d-57d,1,1,10.00066817315943
devilliers,1,1,10.00066817315943
type-p53,1,1,10.00066817315943
mopc21,1,1,10.00066817315943
gamma-mediated,1,1,10.00066817315943
coenrichment,1,1,10.00066817315943
membrane-association,1,1,10.00066817315943
opener,1,1,10.00066817315943
camp-mobilizing,1,1,10.00066817315943
outside-out,1,1,10.00066817315943
carboxyl-terminally,1,1,10.00066817315943
g126d,1,1,10.00066817315943
arhus,1,1,10.00066817315943
hepatotropic,1,1,10.00066817315943
15-45,1,1,10.00066817315943
normandy,1,1,10.00066817315943
cell-intrinsic,1,1,10.00066817315943
leuko-araiosis,1,1,10.00066817315943
non-lethal,1,1,10.00066817315943
nominally,1,1,10.00066817315943
rab3b-specific,1,1,10.00066817315943
25-kd,1,1,10.00066817315943
ht29-cl19a,1,1,10.00066817315943
triphosphate-bound,1,1,10.00066817315943
val-12p21,1,1,10.00066817315943
torula,1,1,10.00066817315943
na2seo3,1,1,10.00066817315943
selenium-deficient,1,1,10.00066817315943
near-visible,1,1,10.00066817315943
321-400,1,1,10.00066817315943
281-320,1,1,10.00066817315943
uva2,1,1,10.00066817315943
321-340,1,1,10.00066817315943
341-400,1,1,10.00066817315943
primer-labeled,1,1,10.00066817315943
90y-labeled,1,1,10.00066817315943
90y-zce025,1,1,10.00066817315943
faeni,1,1,10.00066817315943
tissue-damaging,1,1,10.00066817315943
phosphatase-positive,1,1,10.00066817315943
rfd7,1,1,10.00066817315943
rfd9,1,1,10.00066817315943
l25,1,1,10.00066817315943
cd1a,1,1,10.00066817315943
okt6,1,1,10.00066817315943
40-kb,1,1,10.00066817315943
300-kb,1,1,10.00066817315943
320-kb,1,1,10.00066817315943
thermoamplification,1,1,10.00066817315943
promoter-escherichia,1,1,10.00066817315943
giordano,1,1,10.00066817315943
209-219,1,1,10.00066817315943
mashko,1,1,10.00066817315943
259-266,1,1,10.00066817315943
temperature-controlled,1,1,10.00066817315943
cat-tsr,1,1,10.00066817315943
plac-controllable,1,1,10.00066817315943
thermo-amplification,1,1,10.00066817315943
temperature-inactivation,1,1,10.00066817315943
morpholinoethyl,1,1,10.00066817315943
t-lymphoblast,1,1,10.00066817315943
capan-2,1,1,10.00066817315943
calu-3,1,1,10.00066817315943
raw117-h10,1,1,10.00066817315943
sk-hep,1,1,10.00066817315943
endothelioma,1,1,10.00066817315943
hep-3b,1,1,10.00066817315943
sorex,1,1,10.00066817315943
araneus,1,1,10.00066817315943
shrews,1,1,10.00066817315943
hermitage,1,1,10.00066817315943
biovular,1,1,10.00066817315943
apoptosis-suppressing,1,1,10.00066817315943
dominant-inhibitor,1,1,10.00066817315943
activities-the,1,1,10.00066817315943
peptidylglcine,1,1,10.00066817315943
lys-gly,1,1,10.00066817315943
substoichiometric,1,1,10.00066817315943
alpha-hydroxyhippuric,1,1,10.00066817315943
benzamide,1,1,10.00066817315943
pax3-3,1,1,10.00066817315943
1281-1284,1,1,10.00066817315943
immunophenotypically,1,1,10.00066817315943
lcl,1,1,10.00066817315943
ki-positive,1,1,10.00066817315943
gonadotrophs,1,1,10.00066817315943
folliculo-stellate,1,1,10.00066817315943
corticotrophs,1,1,10.00066817315943
thyrotrophs,1,1,10.00066817315943
pituicytes,1,1,10.00066817315943
6307,1,1,10.00066817315943
1600,1,1,10.00066817315943
sulfamethoxazole,1,1,10.00066817315943
1150,1,1,10.00066817315943
lung-tumor,1,1,10.00066817315943
human-lung,1,1,10.00066817315943
adenocarcinoma-derived,1,1,10.00066817315943
squamous-cell,1,1,10.00066817315943
denominated,1,1,10.00066817315943
ga733-2,1,1,10.00066817315943
ga733-1,1,1,10.00066817315943
egp-1,1,1,10.00066817315943
autographa,1,1,10.00066817315943
segp-2,1,1,10.00066817315943
poly-histidine,1,1,10.00066817315943
metal-ion,1,1,10.00066817315943
2-mercapto,1,1,10.00066817315943
anti-lung,1,1,10.00066817315943
folate-binding,1,1,10.00066817315943
mw207,1,1,10.00066817315943
breast-tumor,1,1,10.00066817315943
alkaline-phosphatase,1,1,10.00066817315943
anti-alkaline,1,1,10.00066817315943
ct-rich,1,1,10.00066817315943
gal80p,1,1,10.00066817315943
overrides,1,1,10.00066817315943
chromophoric,1,1,10.00066817315943
pam-catalysed,1,1,10.00066817315943
mono-oxygenation,1,1,10.00066817315943
ascorbate-supported,1,1,10.00066817315943
ping,1,1,10.00066817315943
pong,1,1,10.00066817315943
monooxygenase-catalysed,1,1,10.00066817315943
chromophorically,1,1,10.00066817315943
coculturing,1,1,10.00066817315943
extraductal,1,1,10.00066817315943
c127,1,1,10.00066817315943
co2-free,1,1,10.00066817315943
forskolin-treated,1,1,10.00066817315943
cftr-containing,1,1,10.00066817315943
neo-expression,1,1,10.00066817315943
1b5,1,1,10.00066817315943
pa3,1,1,10.00066817315943
58-14,1,1,10.00066817315943
trabeculary,1,1,10.00066817315943
light-grown,1,1,10.00066817315943
co-segregation,1,1,10.00066817315943
koch's,1,1,10.00066817315943
crry,1,1,10.00066817315943
skin-tumour,1,1,10.00066817315943
bidis,1,1,10.00066817315943
gad-immunoreactive,1,1,10.00066817315943
64b12,1,1,10.00066817315943
c175,1,1,10.00066817315943
g27e,1,1,10.00066817315943
g1-arresting,1,1,10.00066817315943
rapamycin-receptor,1,1,10.00066817315943
drr1,1,1,10.00066817315943
drr2,1,1,10.00066817315943
drr,1,1,10.00066817315943
i-immunoreactive,1,1,10.00066817315943
arciform,1,1,10.00066817315943
bulbous,1,1,10.00066817315943
dilatations,1,1,10.00066817315943
defected,1,1,10.00066817315943
g1244v,1,1,10.00066817315943
cfoi,1,1,10.00066817315943
45-51,1,1,10.00066817315943
dimer-specific,1,1,10.00066817315943
anti-gamma,1,1,10.00066817315943
denuding,1,1,10.00066817315943
nonwounded,1,1,10.00066817315943
i-isolectin,1,1,10.00066817315943
preciliated,1,1,10.00066817315943
redifferentiation,1,1,10.00066817315943
i506,1,1,10.00066817315943
752,1,1,10.00066817315943
counselled,1,1,10.00066817315943
1004,1,1,10.00066817315943
99th,1,1,10.00066817315943
l1077p,1,1,10.00066817315943
pemblex2,1,1,10.00066817315943
pmal-p2,1,1,10.00066817315943
apoferritin,1,1,10.00066817315943
41-amino,1,1,10.00066817315943
acid-residue,1,1,10.00066817315943
axotomy-induced,1,1,10.00066817315943
7q21-q22,1,1,10.00066817315943
shfd-associated,1,1,10.00066817315943
pon-d7s812,1,1,10.00066817315943
shfd1-d7s811,1,1,10.00066817315943
asns,1,1,10.00066817315943
d7s811,1,1,10.00066817315943
radiotracers,1,1,10.00066817315943
82br,1,1,10.00066817315943
sham-injected,1,1,10.00066817315943
f-induced,1,1,10.00066817315943
35so4,1,1,10.00066817315943
six-week,1,1,10.00066817315943
il2-dependent,1,1,10.00066817315943
il2-stimulated,1,1,10.00066817315943
cd40l-inducible,1,1,10.00066817315943
gal-pc4,1,1,10.00066817315943
subfractionation,1,1,10.00066817315943
a-bomb,1,1,10.00066817315943
leukemia-derived,1,1,10.00066817315943
lewisx,1,1,10.00066817315943
immunoperoxidase-staining,1,1,10.00066817315943
adenocarcioma,1,1,10.00066817315943
immunodestruction,1,1,10.00066817315943
neurotrophin-responsive,1,1,10.00066817315943
ghft1,1,1,10.00066817315943
interdigital,1,1,10.00066817315943
neurinoma,1,1,10.00066817315943
ngfr-positive,1,1,10.00066817315943
fkb12-fk506,1,1,10.00066817315943
raft2,1,1,10.00066817315943
2549,1,1,10.00066817315943
ebv-lymphoblastoid,1,1,10.00066817315943
tetradecanoylphorbol,1,1,10.00066817315943
zif,1,1,10.00066817315943
late-appearing,1,1,10.00066817315943
b-progenitor,1,1,10.00066817315943
multiubiquitination-deficient,1,1,10.00066817315943
ubiquitin-ubiquitin,1,1,10.00066817315943
to-arg,1,1,10.00066817315943
ubi3,1,1,10.00066817315943
two-lobed,1,1,10.00066817315943
analog-containing,1,1,10.00066817315943
oncotoxins,1,1,10.00066817315943
mitotoxins,1,1,10.00066817315943
hpaii-tiny,1,1,10.00066817315943
ii-encoding,1,1,10.00066817315943
eye-antennal,1,1,10.00066817315943
60-63,1,1,10.00066817315943
nbd,1,1,10.00066817315943
g1349d,1,1,10.00066817315943
nbds,1,1,10.00066817315943
sbus,1,1,10.00066817315943
wk-1,1,1,10.00066817315943
watt,1,1,10.00066817315943
bzs-wlg,1,1,10.00066817315943
murb,1,1,10.00066817315943
mutator-like,1,1,10.00066817315943
spotting,1,1,10.00066817315943
rump,1,1,10.00066817315943
flk1,1,1,10.00066817315943
d5mn125,1,1,10.00066817315943
ph-w,1,1,10.00066817315943
metrizamide,1,1,10.00066817315943
peroxidase-antiperoxidase,1,1,10.00066817315943
130c,1,1,10.00066817315943
six-copy,1,1,10.00066817315943
seven-copy,1,1,10.00066817315943
13q14q,1,1,10.00066817315943
alu-mediated,1,1,10.00066817315943
cell-laminin,1,1,10.00066817315943
arabad,1,1,10.00066817315943
41-45b4,1,1,10.00066817315943
44f,1,1,10.00066817315943
45d,1,1,10.00066817315943
45b3,1,1,10.00066817315943
44f2-3,1,1,10.00066817315943
45c5-6,1,1,10.00066817315943
morphoses,1,1,10.00066817315943
temperature-optimized,1,1,10.00066817315943
diagen,1,1,10.00066817315943
tgge,1,1,10.00066817315943
non-translated,1,1,10.00066817315943
p67,1,1,10.00066817315943
hladr,1,1,10.00066817315943
cornifin,1,1,10.00066817315943
lymphoma-1,1,1,10.00066817315943
membrane-integral,1,1,10.00066817315943
prelysosomal,1,1,10.00066817315943
charr,1,1,10.00066817315943
salt1,1,1,10.00066817315943
1535,1,1,10.00066817315943
nucleotide-long,1,1,10.00066817315943
1273,1,1,10.00066817315943
d35e,1,1,10.00066817315943
cancer-affected,1,1,10.00066817315943
tissue-related,1,1,10.00066817315943
wistar-lewis,1,1,10.00066817315943
100-liter,1,1,10.00066817315943
trans-activator,1,1,10.00066817315943
semai,1,1,10.00066817315943
peninsular,1,1,10.00066817315943
normotriglyceridaemic,1,1,10.00066817315943
hypocholesterolaemic,1,1,10.00066817315943
hypertriglyceridaemic,1,1,10.00066817315943
sub-section,1,1,10.00066817315943
g1249e,1,1,10.00066817315943
phosphorylases,1,1,10.00066817315943
gp75ngfr,1,1,10.00066817315943
anti-blocked,1,1,10.00066817315943
anti-gp75ngfr,1,1,10.00066817315943
leu-m1,1,1,10.00066817315943
ulex,1,1,10.00066817315943
viii-related,1,1,10.00066817315943
atagat,1,1,10.00066817315943
tatgt,1,1,10.00066817315943
tagtt,1,1,10.00066817315943
saguenay-lac,1,1,10.00066817315943
st-jean,1,1,10.00066817315943
algene,1,1,10.00066817315943
horizons,1,1,10.00066817315943
sidelines,1,1,10.00066817315943
stemline,1,1,10.00066817315943
q12q13,1,1,10.00066817315943
q13q21,1,1,10.00066817315943
6q21-24,1,1,10.00066817315943
9p13-23,1,1,10.00066817315943
10-kb,1,1,10.00066817315943
reinduced,1,1,10.00066817315943
lngfr-immunoreactivity,1,1,10.00066817315943
reexpressed,1,1,10.00066817315943
e21,1,1,10.00066817315943
mechanoreceptors,1,1,10.00066817315943
depilated,1,1,10.00066817315943
surmounting,1,1,10.00066817315943
tylotrich,1,1,10.00066817315943
spinosum,1,1,10.00066817315943
germinativum,1,1,10.00066817315943
w1089x,1,1,10.00066817315943
4010deltatt,1,1,10.00066817315943
ley,1,1,10.00066817315943
survival-related,1,1,10.00066817315943
0000,1,1,10.00066817315943
informations,1,1,10.00066817315943
basalis-substantia,1,1,10.00066817315943
innominata,1,1,10.00066817315943
amygdalofugal,1,1,10.00066817315943
significanty,1,1,10.00066817315943
beta-ark,1,1,10.00066817315943
boven,1,1,10.00066817315943
5940,1,1,10.00066817315943
overpredict,1,1,10.00066817315943
cntfr,1,1,10.00066817315943
ibl,1,1,10.00066817315943
lsg-9,1,1,10.00066817315943
f87l,1,1,10.00066817315943
ms1,1,1,10.00066817315943
pst-like,1,1,10.00066817315943
reaction-amplified,1,1,10.00066817315943
84-base,1,1,10.00066817315943
fibrosis-like,1,1,10.00066817315943
q890x,1,1,10.00066817315943
w1204x,1,1,10.00066817315943
3293dela,1,1,10.00066817315943
s912l,1,1,10.00066817315943
l1065p,1,1,10.00066817315943
q1071p,1,1,10.00066817315943
3471,1,1,10.00066817315943
3791,1,1,10.00066817315943
trofatter,1,1,10.00066817315943
maccollin,1,1,10.00066817315943
murrell,1,1,10.00066817315943
duyao,1,1,10.00066817315943
parry,1,1,10.00066817315943
eldridge,1,1,10.00066817315943
kley,1,1,10.00066817315943
menon,1,1,10.00066817315943
pulaski,1,1,10.00066817315943
haase,1,1,10.00066817315943
ambrose,1,1,10.00066817315943
munro,1,1,10.00066817315943
bove,1,1,10.00066817315943
haines,1,1,10.00066817315943
martuza,1,1,10.00066817315943
macdonald,1,1,10.00066817315943
seizinger,1,1,10.00066817315943
buckler,1,1,10.00066817315943
gusella,1,1,10.00066817315943
791-800,1,1,10.00066817315943
anti-oncogenicity,1,1,10.00066817315943
9-359,1,1,10.00066817315943
v-ha,1,1,10.00066817315943
nur-e,1,1,10.00066817315943
kamal,1,1,10.00066817315943
varga,1,1,10.00066817315943
maruta,1,1,10.00066817315943
22331-22337,1,1,10.00066817315943
actin-cytoskeleton,1,1,10.00066817315943
tropomyosin-1,1,1,10.00066817315943
regulatory-protein,1,1,10.00066817315943
mii,1,1,10.00066817315943
pbp547,1,1,10.00066817315943
four-step,1,1,10.00066817315943
205096,1,1,10.00066817315943
heisig,1,1,10.00066817315943
schedletzky,1,1,10.00066817315943
falkenstein-paul,1,1,10.00066817315943
antimicrob,1,1,10.00066817315943
chemother,1,1,10.00066817315943
696-701,1,1,10.00066817315943
33-48,1,1,10.00066817315943
phosphoinositide-specific,1,1,10.00066817315943
1259,1,1,10.00066817315943
well-identified,1,1,10.00066817315943
population-adjusted,1,1,10.00066817315943
anti-low,1,1,10.00066817315943
nb-1,1,1,10.00066817315943
orbita,1,1,10.00066817315943
guaiac,1,1,10.00066817315943
lymphangitic,1,1,10.00066817315943
complex-mediated,1,1,10.00066817315943
faulty,1,1,10.00066817315943
nephrologic,1,1,10.00066817315943
formins,1,1,10.00066817315943
spatiotemporally,1,1,10.00066817315943
suboptimally,1,1,10.00066817315943
methylmethanesulfonate,1,1,10.00066817315943
far-uv,1,1,10.00066817315943
dichroic,1,1,10.00066817315943
diffusers,1,1,10.00066817315943
illuminance,1,1,10.00066817315943
46-194,1,1,10.00066817315943
renouncing,1,1,10.00066817315943
uv-blocking,1,1,10.00066817315943
derivative-sensitized,1,1,10.00066817315943
irreperable,1,1,10.00066817315943
act-luc,1,1,10.00066817315943
psudopregnant,1,1,10.00066817315943
reaction-stimulating,1,1,10.00066817315943
multiubiquitination,1,1,10.00066817315943
ala-88,1,1,10.00066817315943
damage-containing,1,1,10.00066817315943
vesicle-bound,1,1,10.00066817315943
membrane-synaptic,1,1,10.00066817315943
widow,1,1,10.00066817315943
profilin-agarose,1,1,10.00066817315943
profilin-sepharose,1,1,10.00066817315943
18-kd,1,1,10.00066817315943
cochromatograph,1,1,10.00066817315943
19-kd,1,1,10.00066817315943
muscle-affecting,1,1,10.00066817315943
transposon-induced,1,1,10.00066817315943
357-amino,1,1,10.00066817315943
sm22,1,1,10.00066817315943
mp20,1,1,10.00066817315943
cm7g3,1,1,10.00066817315943
np25,1,1,10.00066817315943
i-band,1,1,10.00066817315943
uv-protective,1,1,10.00066817315943
keratosis-like,1,1,10.00066817315943
tcr-fragment,1,1,10.00066817315943
tcrs,1,1,10.00066817315943
pulse-labelled,1,1,10.00066817315943
dispensability,1,1,10.00066817315943
p21ras-dependent,1,1,10.00066817315943
300-bp,1,1,10.00066817315943
rehybridized,1,1,10.00066817315943
trans-activation,1,1,10.00066817315943
lexa-dependent,1,1,10.00066817315943
1-81,1,1,10.00066817315943
63-amino,1,1,10.00066817315943
torvacht,1,1,10.00066817315943
dxs990,1,1,10.00066817315943
dxs538,1,1,10.00066817315943
dxs1126,1,1,10.00066817315943
dxs426,1,1,10.00066817315943
mrx3,1,1,10.00066817315943
mrx6,1,1,10.00066817315943
dxs999,1,1,10.00066817315943
kal,1,1,10.00066817315943
dxs989,1,1,10.00066817315943
dxs996-1,1,1,10.00066817315943
8-kal,1,1,10.00066817315943
0-dxs207,1,1,10.00066817315943
dxs443,1,1,10.00066817315943
3-dxs999,1,1,10.00066817315943
5-dxs365,1,1,10.00066817315943
0-dxs989,1,1,10.00066817315943
retardations,1,1,10.00066817315943
promoter-enhancer,1,1,10.00066817315943
cbarb,1,1,10.00066817315943
6rb,1,1,10.00066817315943
tortuosity,1,1,10.00066817315943
above-chance,1,1,10.00066817315943
skeletal-muscle,1,1,10.00066817315943
p74raf-1,1,1,10.00066817315943
gtp-ras,1,1,10.00066817315943
glycogen-associated,1,1,10.00066817315943
studier,1,1,10.00066817315943
rosenberg,1,1,10.00066817315943
